title,subject,interal_id,url,id_number,description
Quantum Physics,Physics,x41e03f03,https://www.khanacademy.org/science/physics/quantum-physics,quantum-physics,Do you want to describe the microscopic world of atoms and nuclei? Well  classical physics isn't going to cut it. You'll need quantum physics to explain things like atomic energy levels  photons  and the wavelength of electrons.
Discoveries and projects,Physics,xf830622e,https://www.khanacademy.org/science/physics/discoveries,discoveries,Rediscover the most important Scientific observations in a historical progression
Review for AP Physics 1 exam,Physics,x09a0f0f7,https://www.khanacademy.org/science/physics/review-for-ap-physics-1-exam,review-for-ap-physics-1-exam,Studying for the AP Physics 1 exam? Watch and practice with these materials to help you review.
Cosmology and astronomy,Physics,xcdef9704,https://www.khanacademy.org/science/cosmology-and-astronomy,cosmology-and-astronomy,It's a great  big universe out there. In this section of Khan Academy  you'll learn about the brain-bending vastness of time and space. We go from plate tectonics here on Earth to entire galaxies and beyond.
One-dimensional motion,Physics,x4549128e,https://www.khanacademy.org/science/physics/one-dimensional-motion,one-dimensional-motion,In this tutorial we begin to explore ideas of velocity and acceleration.  We do exciting things like throw things off cliffs (far safer on paper than in real life) and see how high a ball will fly in the air.
Two-dimensional motion,Physics,xb32c33a3,https://www.khanacademy.org/science/physics/two-dimensional-motion,two-dimensional-motion,You understand velocity and acceleration well in one-dimension.  Now we can explore scenarios that are even more fun.  With a little bit of trigonometry (you might want to review your basic trig  especially what sin and cos are)  we can think about whether a baseball can clear the "green monster" at Fenway Park.
Forces and Newton's laws of motion,Physics,x85860e19,https://www.khanacademy.org/science/physics/forces-newtons-laws,forces-newtons-laws,This is the meat of much of classical physics.  We think about what a force is and how Newton changed the world's (and possibly your) view of how reality works.
Centripetal force and gravitation,Physics,x67fd0677,https://www.khanacademy.org/science/physics/centripetal-force-and-gravitation,centripetal-force-and-gravitation,Learn about centripetal acceleration and centripetal force. Also  learn about the universal law of gravitation and gravitational orbits.
Work and energy,Physics,xbb0e99c9,https://www.khanacademy.org/science/physics/work-and-energy,work-and-energy,"Energy" is a word that's used a lot. Here  you'll learn about how it's one of the most useful concepts in physics. Along the way  we'll talk about work  kinetic energy  potential energy  conservation of energy  and mechanical advantage.
Impacts and linear momentum,Physics,xbcbeda4a,https://www.khanacademy.org/science/physics/linear-momentum,linear-momentum,Momentum ties velocity and mass into one quantity. It might not be obvious why this is useful  but momentum has this cool property where the total amount of it never changes. This is called the conservation of momentum  and we can use it to analyze collisions and other interactions. Bam!
Torque and angular momentum,Physics,x6e1d9254,https://www.khanacademy.org/science/physics/torque-angular-momentum,torque-angular-momentum,Everything you've learned about motion  forces  energy  and momentum can be reused to analyze rotating objects. There are some differences  though. Here  you'll learn about rotational motion  moments  torque  and angular momentum.
Oscillations and mechanical waves,Physics,x9e83de9f,https://www.khanacademy.org/science/physics/mechanical-waves-and-sound,mechanical-waves-and-sound,Waves are responsible for basically every form of communication we use. Whether you're talking out loud  texting on your phone  or waving to someone in a crowd there's going to be a wave transmitting information. Learn about the basics of waves in this topic  then learn more about light waves in the topics below.
Fluids,Physics,x312959d8,https://www.khanacademy.org/science/physics/fluids,fluids,Atmospheric pressure is like an invisible friend who is always squeezing you with a big hug. Learn more about pressure  buoyant force  and flowing fluid so you can appreciate the sometimes invisible  but crucial  effect they have on us and the world around us.
Thermodynamics,Physics,xacf207fb,https://www.khanacademy.org/science/physics/thermodynamics,thermodynamics,Heat can be useful  but it can also be annoying. Understanding heat and the flow of heat allows us to build heat sinks that prevent our computers from overheating  build better engines  and prevent freeway overpasses from cracking.
Electric charge field and potential,Physics,x7d6389b1,https://www.khanacademy.org/science/physics/electric-charge-electric-force-and-voltage,electric-charge-electric-force-and-voltage,Electric forces hold together the atoms and molecules in your eyes which allow you to read this sentence. Take a moment and learn about the force that holds our bodies together.
Circuits,Physics,xce59fb3b,https://www.khanacademy.org/science/physics/circuits-topic,circuits-topic,Circuits make computers  digital cameras  and video games possible. Circuits are driving an unprecedented rate of change in how we live. In this topic you'll learn about the physics behind the electronic devices we use.
Magnetic forces magnetic fields and Faraday's law,Physics,x6bdde36c,https://www.khanacademy.org/science/physics/magnetic-forces-and-magnetic-fields,magnetic-forces-and-magnetic-fields,Magnetic fields are extremely useful. The magnetic field of the Earth shields us from harmful radiation from the Sun  magnetic fields allow us to diagnose medical problems using an MRI  and magnetic fields are a key component in generating electrical power in most power plants. In this topic you'll learn about the forces  fields  and laws that makes these and so many other applications possible.
Electromagnetic waves and interference,Physics,x1e518b33,https://www.khanacademy.org/science/physics/light-waves,light-waves,Light can seem mysterious. What is light made out of? What causes color? How do 3D movies work? Learn about some of the mysterious properties of light in these tutorials.
Geometric optics,Physics,xe70fb08c,https://www.khanacademy.org/science/physics/geometric-optics,geometric-optics,Light waves can be bent and reflected to form new and sometimes altered images. Understanding how light rays can be manipulated allows us to create better contact lenses  fiber optic cables  and high powered telescopes.
Special relativity,Physics,xf3769137,https://www.khanacademy.org/science/physics/special-relativity,special-relativity,Think you know about time and space? Think again. Einstein basically did a pile driver on all our brains when he came up with his theory of special relativity.
Quantum Physics,Physics,x41e03f03,https://www.khanacademy.org/science/physics/quantum-physics,quantum-physics,Do you want to describe the microscopic world of atoms and nuclei? Well  classical physics isn't going to cut it. You'll need quantum physics to explain things like atomic energy levels  photons  and the wavelength of electrons.
Discoveries and projects,Physics,xf830622e,https://www.khanacademy.org/science/physics/discoveries,discoveries,Rediscover the most important Scientific observations in a historical progression
Review for AP Physics 1 exam,Physics,x09a0f0f7,https://www.khanacademy.org/science/physics/review-for-ap-physics-1-exam,review-for-ap-physics-1-exam,Studying for the AP Physics 1 exam? Watch and practice with these materials to help you review.
Cosmology and astronomy,Physics,xcdef9704,https://www.khanacademy.org/science/cosmology-and-astronomy,cosmology-and-astronomy,It's a great  big universe out there. In this section of Khan Academy  you'll learn about the brain-bending vastness of time and space. We go from plate tectonics here on Earth to entire galaxies and beyond.
One-dimensional motion,AP®︎ Physics 1,xc85aeb0af26fcc16,https://www.khanacademy.org/science/ap-physics-1/ap-one-dimensional-motion,ap-one-dimensional-motion,Let's explore the ideas of displacement  velocity  and acceleration.  We'll do exciting things like throw things off cliffs (far safer on paper than in real life) and see how high a ball will fly in the air.
Two-dimensional motion,AP®︎ Physics 1,xdfc48a117b614971,https://www.khanacademy.org/science/ap-physics-1/ap-two-dimensional-motion,ap-two-dimensional-motion,Now that we understand velocity and acceleration well in one-dimension  we can explore scenarios that are even more fun.  With a little bit of trigonometry  we can think about whether a baseball can clear the "green monster" at Fenway Park.
Forces and Newton's laws of motion,AP®︎ Physics 1,x019770fde161b7bd,https://www.khanacademy.org/science/ap-physics-1/ap-forces-newtons-laws,ap-forces-newtons-laws,Let's learn about what a force is and how Newton changed the world's view of how reality works.
Uniform circular motion and gravitation,AP®︎ Physics 1,xd0e4f26b8854db11,https://www.khanacademy.org/science/ap-physics-1/ap-centripetal-force-and-gravitation,ap-centripetal-force-and-gravitation,Why do things move in circles? Learn about centripetal acceleration   centripetal force  and Newton's law of gravitation.
Work and energy,AP®︎ Physics 1,x109a963d9d7431d8,https://www.khanacademy.org/science/ap-physics-1/ap-work-and-energy,ap-work-and-energy,"Energy" is a word that's used a lot. Here  you'll learn about how it's one of the most useful concepts in physics. Along the way  we'll talk about work  kinetic energy  potential energy  conservation of energy  and mechanical advantage.
Linear momentum and collisions,AP®︎ Physics 1,x3f66a49c596ca5cc,https://www.khanacademy.org/science/ap-physics-1/ap-linear-momentum,ap-linear-momentum,Momentum ties velocity and mass into one quantity. It might not be obvious why this is useful  but momentum has this cool property where the total amount of it never changes. This is called the conservation of momentum  and we can use it to analyze collisions and other interactions. Bam!
Torque and angular momentum,AP®︎ Physics 1,x6e46f77b0fd58f7d,https://www.khanacademy.org/science/ap-physics-1/ap-torque-angular-momentum,ap-torque-angular-momentum,Everything we've learned about motion  forces  energy  and momentum can be reused with a few tweaks to analyze rotating objects. In this lesson  you'll learn about rotational motion  rotational inertia  torque  and angular momentum.
Simple harmonic motion,AP®︎ Physics 1,x3a8ecab38b1909d2,https://www.khanacademy.org/science/ap-physics-1/simple-harmonic-motion-ap,simple-harmonic-motion-ap,Have you ever watched a slinky gyrate back and forth?  This is an example of harmonic motion  a special class of oscillatory motion.  In this unit  we'll see how we can model and deal with this type of phenomena.
Waves and sound,AP®︎ Physics 1,x456ae59c14dfa2d7,https://www.khanacademy.org/science/ap-physics-1/ap-mechanical-waves-and-sound,ap-mechanical-waves-and-sound,Waves are responsible for basically every form of communication we use. Whether you're talking out loud or texting on your phone  there's going to be a wave transmitting information. Learn the basics of waves and sound in this unit.
Electric charge and electric force,AP®︎ Physics 1,xbcf07d8409165c3d,https://www.khanacademy.org/science/ap-physics-1/ap-electric-charge-electric-force-and-voltage,ap-electric-charge-electric-force-and-voltage,Electric forces hold together the atoms and molecules in your eyes which allow you to read this sentence. Take a moment and learn about the force that holds our bodies together.
DC Circuits,AP®︎ Physics 1,x8ef4fe962d244f4c,https://www.khanacademy.org/science/ap-physics-1/ap-circuits-topic,ap-circuits-topic,Circuits make computers  digital cameras  and video games possible. Circuits are driving an unprecedented rate of change in how we live. In this unit  you'll learn about the physics behind the electronic devices we use.
Prepare for the 2020 AP Physics 1 exam,AP®︎ Physics 1,x2b49be29b9094ea1,https://www.khanacademy.org/science/ap-physics-1/prepare-for-the-ap-physics-1-exam,prepare-for-the-ap-physics-1-exam,Studying for the AP Physics 1 exam? Watch and practice with these materials to help you review.
Fluids,AP®︎ Physics 2,xcc7ca21346c82940,https://www.khanacademy.org/science/ap-physics-2/ap-fluids,ap-fluids,Atmospheric pressure is like an invisible friend who is always squeezing you with a big hug. Learn more about pressure  buoyant force  and flowing fluid so you can appreciate the sometimes invisible  but crucial  effect they have on us and the world around us.
Thermodynamics,AP®︎ Physics 2,xfeaf1ed47134d3b7,https://www.khanacademy.org/science/ap-physics-2/ap-thermodynamics,ap-thermodynamics,Heat can be useful  but it can also be annoying. Understanding heat and the flow of heat allows us to build heat sinks that prevent our computers from overheating  build better engines  and prevent freeway overpasses from cracking.
Electric charge field and potential,AP®︎ Physics 2,x538560a17fa7f877,https://www.khanacademy.org/science/ap-physics-2/ap-2-electric-charge-electric-force-and-voltage,ap-2-electric-charge-electric-force-and-voltage,Electric forces hold together the atoms and molecules in your eyes which allow you to read this sentence. Take a moment and learn about the force that holds our bodies together.
Magnetic forces magnetic fields and Faraday's law,AP®︎ Physics 2,xc53fe8f77390de7c,https://www.khanacademy.org/science/ap-physics-2/ap-magnetic-forces-and-magnetic-fields,ap-magnetic-forces-and-magnetic-fields,Magnetic fields are extremely useful. The magnetic field of the Earth shields us from harmful radiation from the Sun  magnetic fields allow us to diagnose medical problems using an MRI  and magnetic fields are a key component in generating electrical power in most power plants. In this topic you'll learn about the forces  fields  and laws that makes these and so many other applications possible.
Electromagnetic waves and interference,AP®︎ Physics 2,xe8e0f4855a199025,https://www.khanacademy.org/science/ap-physics-2/ap-light-waves,ap-light-waves,Light can seem mysterious. What is light made out of? What causes color? How do 3D movies work? Learn about some of the mysterious properties of light in these tutorials.
Geometric optics,AP®︎ Physics 2,x92ce7375447374f1,https://www.khanacademy.org/science/ap-physics-2/ap-geometric-optics,ap-geometric-optics,Light waves can be bent and reflected to form new and sometimes altered images. Understanding how light rays can be manipulated allows us to create better contact lenses  fiber optic cables  and high powered telescopes.
Quantum Physics,AP®︎ Physics 2,xf636f93c19abade7,https://www.khanacademy.org/science/ap-physics-2/ap-quantum-physics,ap-quantum-physics,Do you want to describe the microscopic world of atoms and nuclei? Well  classical physics isn't going to cut it. You'll need quantum physics to explain things like atomic energy levels  photons  and the wavelength of electrons.
Atoms compounds and ions,Chemistry,x8f7c17d6,https://www.khanacademy.org/science/chemistry/atomic-structure-and-properties,atomic-structure-and-properties,Chemistry is the study of matter  and all matter is made up of atoms. We will learn about elements  atomic number and mass  isotopes  moles (chemistry moles  not the animal)  and compounds.
Chemical reactions and stoichiometry,Chemistry,x6a3dc8bb,https://www.khanacademy.org/science/chemistry/chemical-reactions-stoichiome,chemical-reactions-stoichiome,We are now going to delve into the heart of chemistry.  We learn ways of representing molecules and how molecules react.  To do this  we'll even think about "how many" of a molecule we have using a quantity called a "mole".
Electronic structure of atoms,Chemistry,x56c1bf8b,https://www.khanacademy.org/science/chemistry/electronic-structure-of-atoms,electronic-structure-of-atoms,So we know that all matter is made up of atoms  but what is an atom made out of? Chemists describe the structure of atoms using models. This section will cover the Bohr model  photoelectric effect  absorption and emission spectra  quantum numbers  and electron configurations.
Periodic table,Chemistry,xf8f83f04,https://www.khanacademy.org/science/chemistry/periodic-table,periodic-table,Learn how the periodic table organizes the known elements of our world. Check out our videos and exercises on atomic structure and properties and periodic trends.
Chemical bonds,Chemistry,xb9f08207,https://www.khanacademy.org/science/chemistry/chemical-bonds,chemical-bonds,Chemical bonds are the glue that hold molecules together. We will learn about the different kinds of bonds  ways chemists draw bonds and molecules  and how the type of chemical bonding affects the bulk properties of a material. We will cover electronegativity  Lewis dot structures  VSEPR  bond hybridization  and ionic  covalent  and metallic bonds.
Gases and kinetic molecular theory,Chemistry,x1733c331,https://www.khanacademy.org/science/chemistry/gases-and-kinetic-molecular-theory,gases-and-kinetic-molecular-theory,Properties of gases can be modeled using some relatively simple equations  which we can relate to the behavior of individual gas molecules. We will learn about the ideal gas law  vapor pressure  partial pressure  and the Maxwell Boltzmann distribution.
States of matter and intermolecular forces,Chemistry,xc0edb053,https://www.khanacademy.org/science/chemistry/states-of-matter-and-intermolecular-forces,states-of-matter-and-intermolecular-forces,Have you ever wondered how some insects are able to "skate" on the surface of water? We will learn about how intermolecular forces make this possible. We will also cover liquids  solids  mixtures  and phase changes.
Chemical equilibrium,Chemistry,x2992119b,https://www.khanacademy.org/science/chemistry/chemical-equilibrium,chemical-equilibrium,Many chemical reactions are reversible  and the forward and backward reactions can occur at the same time. When the rate of the forward reaction is equal to the rate of the backward reaction  we call that a dynamic equilibrium. We will learn how equilibrium can be described by the equilibrium constant K  and how different factors than can affect the chemical equilibrium.
Acids and bases,Chemistry,x9185c116,https://www.khanacademy.org/science/chemistry/acids-and-bases-topic,acids-and-bases-topic,In this section we will be talking about the basics of acids and bases and how acid-base chemistry is related to chemical equilibrium. We will cover acid and base definitions  pH  acid-base equilibria  acid-base properties of salts  and the pH of salt solutions.
Buffers titrations and solubility equilibria,Chemistry,xde176b3a,https://www.khanacademy.org/science/chemistry/acid-base-equilibrium,acid-base-equilibrium,We can combine our knowledge of acids and bases  equilibrium  and neutralization reactions to understand buffers and titrations. Solubility equilibria will build on concepts from solubility  precipitation  and equilibrium.
Thermodynamics,Chemistry,x3e6dac86,https://www.khanacademy.org/science/chemistry/thermodynamics-chemistry,thermodynamics-chemistry,Thermodynamics is the study of heat  "thermo " and work  "dynamics." We will be learning about energy transfer during chemical and physical changes  and how we can predict what kind of changes will occur. Concepts covered in this tutorial include the laws of thermodynamics  internal energy  heat  work  PV diagrams  enthalpy  Hess's law  entropy  and Gibbs free energy.
Redox reactions and electrochemistry,Chemistry,x7013457b,https://www.khanacademy.org/science/chemistry/oxidation-reduction,oxidation-reduction,Oxidation and reduction reactions power your phone and make it possible for your body to use the oxygen you inhale. We will learn about oxidation states (numbers)  oxidation-reduction (redox) reactions  galvanic/voltaic cells  electrolytic cells  cell potentials  and how electrochemistry is related to thermodynamics and equilibrium.
Kinetics,Chemistry,xda541d1f,https://www.khanacademy.org/science/chemistry/chem-kinetics,chem-kinetics,Chemists are often interested in how fast a reaction will occur  and what we can do to control the rate. The study of reaction rates is called kinetics  and we will learn about average reaction rate  rate laws  the Arrhenius equation  reaction mechanisms  catalysts  and spectrophotometry.
Nuclear chemistry,Chemistry,x176cca88,https://www.khanacademy.org/science/chemistry/nuclear-chemistry,nuclear-chemistry,Ancient alchemists attempted but failed to turn different substances into gold. It turns out that the only way to turn one element into another element is using nuclear chemistry! Nuclear reactions change the composition of an atom's nucleus  and this process is useful for many applications.
Studying for the 2020 AP Chemistry exam?,Chemistry,x4f03858c,https://www.khanacademy.org/science/chemistry/studying-for-ap-chemistry-exam,studying-for-ap-chemistry-exam,Studying for the 2020 AP Chemistry exam? Watch these videos to help you prepare!
Meet the chemistry professional,Chemistry,x78a9f675,https://www.khanacademy.org/science/chemistry/meet-a-chemistry-professional,meet-a-chemistry-professional,What can you do with chemistry skills? A lot of things  it turns out! Learn about the diversity of careers available to people interested in chemistry.
Organic chemistry,Chemistry,x1079cbfa,https://www.khanacademy.org/science/organic-chemistry,organic-chemistry,Sal and Jay cover topics covered in college organic chemistry course.  Basic understanding of basic high school or college chemistry assumed (although there is some review).
Alkanes cycloalkanes and functional groups,Chemistry,x84cadce3,https://www.khanacademy.org/science/organic-chemistry/bond-line-structures-alkanes-cycloalkanes,bond-line-structures-alkanes-cycloalkanes,The properties of organic molecules depend on the structure  and knowing the names of organic compounds allow us to communicate with other chemists. We'll be learning about different aspects of molecular structure  including common functional groups and conformations.
Atoms compounds and ions,AP®︎ Chemistry,xd9e2efaa,https://www.khanacademy.org/science/ap-chemistry/atoms-compounds-ions-ap,atoms-compounds-ions-ap,
Stoichiometry and molecular composition,AP®︎ Chemistry,x41ac360f,https://www.khanacademy.org/science/ap-chemistry/stoichiometry-and-molecular-composition-ap,stoichiometry-and-molecular-composition-ap,Learn about how to balance chemical equations  and how to use balanced chemical equations to do stoichiometry and molecular composition calculations.
Chemical reactions,AP®︎ Chemistry,xa4c95fd8,https://www.khanacademy.org/science/ap-chemistry/chemical-reactions-ap,chemical-reactions-ap,
Electronic structure of atoms,AP®︎ Chemistry,x6bd308bb,https://www.khanacademy.org/science/ap-chemistry/electronic-structure-of-atoms-ap,electronic-structure-of-atoms-ap,
Periodic table,AP®︎ Chemistry,x0a86ef48,https://www.khanacademy.org/science/ap-chemistry/periodic-table-ap,periodic-table-ap,
Chemical bonds,AP®︎ Chemistry,xbd8786b2,https://www.khanacademy.org/science/ap-chemistry/chemical-bonds-ap,chemical-bonds-ap,
States of matter and intermolecular forces,AP®︎ Chemistry,x58782d0e,https://www.khanacademy.org/science/ap-chemistry/states-of-matter-and-intermolecular-forces-ap,states-of-matter-and-intermolecular-forces-ap,
Gases and kinetic molecular theory,AP®︎ Chemistry,xa8fd6277,https://www.khanacademy.org/science/ap-chemistry/gases-and-kinetic-molecular-theory-ap,gases-and-kinetic-molecular-theory-ap,
Kinetics,AP®︎ Chemistry,x24baa270,https://www.khanacademy.org/science/ap-chemistry/kinetics-ap,kinetics-ap,
Thermodynamics,AP®︎ Chemistry,xc39ffdd0,https://www.khanacademy.org/science/ap-chemistry/thermodynamics-ap,thermodynamics-ap,
Chemical equilibrium,AP®︎ Chemistry,xd0b43483,https://www.khanacademy.org/science/ap-chemistry/chemical-equilibrium-ap,chemical-equilibrium-ap,
Acids and bases,AP®︎ Chemistry,xbb53d8ed,https://www.khanacademy.org/science/ap-chemistry/acids-and-bases-ap,acids-and-bases-ap,
Buffers titrations and solubility equilibria,AP®︎ Chemistry,xed957505,https://www.khanacademy.org/science/ap-chemistry/buffers-titrations-solubility-equilibria-ap,buffers-titrations-solubility-equilibria-ap,
Redox reactions and electrochemistry,AP®︎ Chemistry,xe7bf4ce2,https://www.khanacademy.org/science/ap-chemistry/redox-reactions-and-electrochemistry-ap,redox-reactions-and-electrochemistry-ap,In this tutorial we will learn about oxidation-reduction (or redox) reactions and how they can be used in galvanic cells and electrolysis.
Studying for the 2020 AP Chemistry exam?,AP®︎ Chemistry,xdbe6fe4f0f6a60aa,https://www.khanacademy.org/science/ap-chemistry/studying-for-ap-chemistry-exam-class,studying-for-ap-chemistry-exam-class,Studying for the 2020 AP Chemistry exam? Watch these videos to help you prepare!
Structure and bonding,Organic chemistry,x05fcddcb,https://www.khanacademy.org/science/organic-chemistry/gen-chem-review,gen-chem-review,Let's review the basics of chemical bonds including dot structures  hybridization  bond-line structures  electronegativity  and polarity. We will also discuss how bonding and intermolecular forces relate to physical properties such as boiling point.
Resonance and acid-base chemistry,Organic chemistry,xb32d9a90,https://www.khanacademy.org/science/organic-chemistry/organic-structures,organic-structures,Let's review how to keep track of electrons using formal charges  oxidation states  oxidation-reduction reactions  and resonance structures. We will also go over the principles of acid-base chemistry.
Alkanes cycloalkanes and functional groups,Organic chemistry,x84cadce3,https://www.khanacademy.org/science/organic-chemistry/bond-line-structures-alkanes-cycloalkanes,bond-line-structures-alkanes-cycloalkanes,The properties of organic molecules depend on the structure  and knowing the names of organic compounds allow us to communicate with other chemists. We'll be learning about different aspects of molecular structure  including common functional groups and conformations.
Stereochemistry,Organic chemistry,xf2909c8a,https://www.khanacademy.org/science/organic-chemistry/stereochemistry-topic,stereochemistry-topic,Just like how your left foot doesn't quite fit your right shoe  molecules also can have properties that depend on their handedness! This property is called chirality. We will go over what makes a molecule chiral  stereoisomers  assigning configurations using the R S system  optical activity and Fischer projections.
Substitution and elimination reactions,Organic chemistry,x00b805dc,https://www.khanacademy.org/science/organic-chemistry/substitution-elimination-reactions,substitution-elimination-reactions,Sn1  Sn2  E1  and E2 reactions form the basis for understanding why certain products are more likely to form than others. We will learn about the reaction mechanisms  and how nucleophilicity and electrophilicity can be used to choose between different reaction pathways.
Alkenes and alkynes,Organic chemistry,x53149848,https://www.khanacademy.org/science/organic-chemistry/alkenes-alkynes,alkenes-alkynes,Alkenes and alkynes can be transformed into almost any other functional group you can name! We will review their nomenclature  and also learn about the vast possibility of reactions using alkenes and alkynes as starting materials.
Alcohols ethers epoxides sulfides,Organic chemistry,xa3d20bbd,https://www.khanacademy.org/science/organic-chemistry/alcohols-ethers-epoxides-sulfides,alcohols-ethers-epoxides-sulfides,Alcohol and thiol groups are important functional groups for applications ranging from enzyme reactions to making flexible contact lenses. We will be reviewing naming oxygen and sulfur containing compounds. Then we will be ready to learn about some reactions that involve alcohols  ethers  epoxides  thiols  and sulfides as both reactants and products.
Conjugated systems and pericyclic reactions,Organic chemistry,x6b80168b,https://www.khanacademy.org/science/organic-chemistry/conjugation-diels-alder-mo-theory,conjugation-diels-alder-mo-theory,Molecules with conjugation can undergo some interesting and useful reactions! We will be learning about the Diels-Alder reaction  including how to predict the stereochemistry and regiochemistry of the product based on the diene and dienophile.
Aromatic compounds,Organic chemistry,xa5a6b96a,https://www.khanacademy.org/science/organic-chemistry/aromatic-compounds,aromatic-compounds,The distinctive electronic structure of aromatic leads to some distinctive reactivity! We will be covering the naming of benzene derivatives  stability of aromatic compounds  electrophilic aromatic substitution  and nucleophilic aromatic substitution.
Aldehydes and ketones,Organic chemistry,x550a9280,https://www.khanacademy.org/science/organic-chemistry/aldehydes-ketones,aldehydes-ketones,Aldehydes and ketones can be starting materials for a range of other functional groups. We will be learning about the nomenclature and reactions of aldehydes and ketones  including how to use acetals as protecting groups.
Carboxylic acids and derivatives,Organic chemistry,xc8b79fc3,https://www.khanacademy.org/science/organic-chemistry/carboxylic-acids-derivatives,carboxylic-acids-derivatives,Did you know that many fruit aromas including banana (isoamyl acetate) and pineapple (ethyl butanoate) come from molecules containing ester groups? These compounds can be synthesized from carboxylic acids using a reaction called Fischer esterification. We will be covering naming carboxylic acids  as well as the diverse chemistry of carboxylic acid derivatives such as acid chlorides  amides  esters  and anhydrides.
Alpha carbon chemistry,Organic chemistry,xc048e3d5,https://www.khanacademy.org/science/organic-chemistry/ochem-alpha-carbon-chemistry,ochem-alpha-carbon-chemistry,The carbon that is one carbon away from an aldehyde or ketone group is the alpha carbon. The deceptively innocuous hydrogens bonded to the alpha carbon can be involved in some classic organic chemistry reactions such as aldol condensations. We will be learning about the formation of enolate anions  and how they can be used in Aldol condensations to build complex organic molecules.
